Date:	Status:	Description:
12/28/2020 12:00:58 AM	Error	Response: {  "status" : 504,  "code" : 50402,  "resource" : null,  "properties" : [ ],  "message" : "No card on encoder.",  "developerMessage" : "No card on encoder. (Text match waiting for ReadCard after 15641 ms)"}
12/28/2020 12:00:58 AM	Success	Running RFIDEncoder demo code
12/28/2020 12:00:58 AM	Failed	Unable to run TurnOff command. Reason: The port is closed.
12/28/2020 12:00:58 AM	Warning	AWS a4007e5628f74fe6bd22094322e0304e:joppAmjaNCL2fcGPhRO6KAHG6kw=
12/28/2020 12:01:14 AM	Error	Status Code : GatewayTimeout
12/28/2020 12:01:14 AM	Error	Status Description : Gateway Timeout
12/28/2020 12:01:14 AM	Error	Response: {  "status" : 504,  "code" : 50402,  "resource" : null,  "properties" : [ ],  "message" : "No card on encoder.",  "developerMessage" : "No card on encoder. (Text match waiting for ReadCard after 15625 ms)"}
12/28/2020 12:01:14 AM	Success	Running RFIDEncoder demo code
12/28/2020 12:01:14 AM	Failed	Unable to run TurnOff command. Reason: The port is closed.
12/28/2020 12:01:14 AM	Warning	AWS a4007e5628f74fe6bd22094322e0304e:/+GUZ/JYcmsjpn2NsuxuZ1uo/vQ=
12/28/2020 12:01:26 AM	Warning	DELETE SESSION
12/28/2020 12:01:26 AM	Error	Status Code : NotFound
12/28/2020 12:01:26 AM	Error	Status Description : Not Found
12/28/2020 12:01:26 AM	Error	Response: <!doctype html><html lang="en"><head><title>HTTP Status 404 – Not Found</title><style type="text/css">H1 {font-family:Tahoma,Arial,sans-serif;color:white;background-color:#525D76;font-size:22px;} H2 {font-family:Tahoma,Arial,sans-serif;color:white;background-color:#525D76;font-size:16px;} H3 {font-family:Tahoma,Arial,sans-serif;color:white;background-color:#525D76;font-size:14px;} BODY {font-family:Tahoma,Arial,sans-serif;color:black;background-color:white;} B {font-family:Tahoma,Arial,sans-serif;color:white;background-color:#525D76;} P {font-family:Tahoma,Arial,sans-serif;background:white;color:black;font-size:12px;}A {color : black;}A.name {color : black;}HR {color : #525D76;}</style></head><body><h1>HTTP Status 404 – Not Found</h1><hr class="line" /><p><b>Type</b> Status Report</p><p><b>Description</b> The origin server did not find a current representation for the target resource or is not willing to disclose that one exists.</p><hr class="line" /><h3>Apache Tomcat/7.0.96</h3></body></html>
12/28/2020 12:01:26 AM	Warning	Session request
12/28/2020 12:01:26 AM	Success	Response: {"accessKey":"c714deff03d84234a8189e8148d82526","id":"cd03c176c51841299b4abd57fb4fc9b1"}
12/28/2020 12:01:30 AM	Error	Status Code : GatewayTimeout
12/28/2020 12:01:30 AM	Error	Status Description : Gateway Timeout
12/28/2020 12:01:30 AM	Error	Response: {  "status" : 504,  "code" : 50402,  "resource" : null,  "properties" : [ ],  "message" : "No card on encoder.",  "developerMessage" : "No card on encoder. (Text match waiting for ReadCard after 15125 ms)"}
12/28/2020 12:01:30 AM	Success	Running RFIDEncoder demo code
12/28/2020 12:01:30 AM	Failed	Unable to run TurnOff command. Reason: The port is closed.
12/28/2020 12:01:30 AM	Warning	AWS cd03c176c51841299b4abd57fb4fc9b1:xFqVTKRrYy7IXn8KQOafCu3hpo8=
12/28/2020 12:01:46 AM	Error	Status Code : GatewayTimeout
12/28/2020 12:01:46 AM	Error	Status Description : Gateway Timeout
12/28/2020 12:01:46 AM	Error	Response: {  "status" : 504,  "code" : 50402,  "resource" : null,  "properties" : [ ],  "message" : "No card on encoder.",  "developerMessage" : "No card on encoder. (Text match waiting for ReadCard after 15125 ms)"}
12/28/2020 12:01:46 AM	Success	Running RFIDEncoder demo code
12/28/2020 12:01:46 AM	Failed	Unable to run TurnOff command. Reason: The port is closed.
12/28/2020 12:01:46 AM	Warning	AWS cd03c176c51841299b4abd57fb4fc9b1:TJ+SJVugyVcYTMuFlpZbpaigO+I=
12/28/2020 12:02:02 AM	Error	Status Code : GatewayTimeout
12/28/2020 12:02:02 AM	Error	Status Description : Gateway Timeout
12/28/2020 12:02:02 AM	Error	Response: {  "status" : 504,  "code" : 50402,  "resource" : null,  "properties" : [ ],  "message" : "No card on encoder.",  "developerMessage" : "No card on encoder. (Text match waiting for ReadCard after 15125 ms)"}
12/28/2020 12:02:02 AM	Success	Running RFIDEncoder demo code
12/28/2020 12:02:02 AM	Failed	Unable to run TurnOff command. Reason: The port is closed.
12/28/2020 12:02:02 AM	Warning	AWS cd03c176c51841299b4abd57fb4fc9b1:xyBg62iXnY/gi8+wEAfnvrP1kXs=
12/28/2020 12:02:18 AM	Error	Status Code : GatewayTimeout
12/28/2020 12:02:18 AM	Error	Status Description : Gateway Timeout
12/28/2020 12:02:18 AM	Error	Response: {  "status" : 504,  "code" : 50402,  "resource" : null,  "properties" : [ ],  "message" : "No card on encoder.",  "developerMessage" : "No card on encoder. (Text match waiting for ReadCard after 15125 ms)"}
12/28/2020 12:02:18 AM	Success	Running RFIDEncoder demo code
12/28/2020 12:02:18 AM	Failed	Unable to run TurnOff command. Reason: The port is closed.
12/28/2020 12:02:18 AM	Warning	AWS cd03c176c51841299b4abd57fb4fc9b1:3ZlLUpPzxcB3mn2iGRE9MaUsJG8=
12/28/2020 12:02:34 AM	Error	Status Code : GatewayTimeout
12/28/2020 12:02:34 AM	Error	Status Description : Gateway Timeout
12/28/2020 12:02:34 AM	Error	Response: {  "status" : 504,  "code" : 50402,  "resource" : null,  "properties" : [ ],  "message" : "No card on encoder.",  "developerMessage" : "No card on encoder. (Text match waiting for ReadCard after 15125 ms)"}
12/28/2020 12:02:34 AM	Success	Running RFIDEncoder demo code
12/28/2020 12:02:34 AM	Failed	Unable to run TurnOff command. Reason: The port is closed.
12/28/2020 12:02:34 AM	Warning	AWS cd03c176c51841299b4abd57fb4fc9b1:Tj6++dmQK2yAyD/SCWb9UgyS+CM=
12/28/2020 12:02:50 AM	Error	Status Code : GatewayTimeout
12/28/2020 12:02:50 AM	Error	Status Description : Gateway Timeout
12/28/2020 12:02:50 AM	Error	Response: {  "status" : 504,  "code" : 50402,  "resource" : null,  "properties" : [ ],  "message" : "No card on encoder.",  "developerMessage" : "No card on encoder. (Text match waiting for ReadCard after 15109 ms)"}
12/28/2020 12:02:50 AM	Success	Running RFIDEncoder demo code
12/28/2020 12:02:50 AM	Failed	Unable to run TurnOff command. Reason: The port is closed.
12/28/2020 12:02:50 AM	Warning	AWS cd03c176c51841299b4abd57fb4fc9b1:Ot22T0wbf+d95OUQit//GoBUO7s=
12/28/2020 12:03:06 AM	Error	Status Code : GatewayTimeout
12/28/2020 12:03:06 AM	Error	Status Description : Gateway Timeout
12/28/2020 12:03:06 AM	Error	Response: {  "status" : 504,  "code" : 50402,  "resource" : null,  "properties" : [ ],  "message" : "No card on encoder.",  "developerMessage" : "No card on encoder. (Text match waiting for ReadCard after 15375 ms)"}
12/28/2020 12:03:06 AM	Success	Running RFIDEncoder demo code
12/28/2020 12:03:06 AM	Failed	Unable to run TurnOff command. Reason: The port is closed.
12/28/2020 12:03:06 AM	Warning	AWS cd03c176c51841299b4abd57fb4fc9b1:NlHUo32iB4h/2CV460bsaczW38c=
12/28/2020 12:03:22 AM	Error	Status Code : GatewayTimeout
12/28/2020 12:03:22 AM	Error	Status Description : Gateway Timeout
12/28/2020 12:03:22 AM	Error	Response: {  "status" : 504,  "code" : 50402,  "resource" : null,  "properties" : [ ],  "message" : "No card on encoder.",  "developerMessage" : "No card on encoder. (Text match waiting for ReadCard after 15375 ms)"}
12/28/2020 12:03:22 AM	Success	Running RFIDEncoder demo code
12/28/2020 12:03:22 AM	Failed	Unable to run TurnOff command. Reason: The port is closed.
12/28/2020 12:03:22 AM	Warning	AWS cd03c176c51841299b4abd57fb4fc9b1:1SaX4o91iZE9lpAEEcuvxggcJqs=
12/28/2020 12:03:38 AM	Error	Status Code : GatewayTimeout
12/28/2020 12:03:38 AM	Error	Status Description : Gateway Timeout
12/28/2020 12:03:38 AM	Error	Response: {  "status" : 504,  "code" : 50402,  "resource" : null,  "properties" : [ ],  "message" : "No card on encoder.",  "developerMessage" : "No card on encoder. (Text match waiting for ReadCard after 15391 ms)"}
12/28/2020 12:03:38 AM	Success	Running RFIDEncoder demo code
12/28/2020 12:03:38 AM	Failed	Unable to run TurnOff command. Reason: The port is closed.
12/28/2020 12:03:38 AM	Warning	AWS cd03c176c51841299b4abd57fb4fc9b1:kBLVy1hJvdCDELNe3oUACdsX6s4=
12/28/2020 12:03:54 AM	Error	Status Code : GatewayTimeout
12/28/2020 12:03:54 AM	Error	Status Description : Gateway Timeout
12/28/2020 12:03:54 AM	Error	Response: {  "status" : 504,  "code" : 50402,  "resource" : null,  "properties" : [ ],  "message" : "No card on encoder.",  "developerMessage" : "No card on encoder. (Text match waiting for ReadCard after 15375 ms)"}
12/28/2020 12:03:54 AM	Success	Running RFIDEncoder demo code
12/28/2020 12:03:54 AM	Failed	Unable to run TurnOff command. Reason: The port is closed.
12/28/2020 12:03:54 AM	Warning	AWS cd03c176c51841299b4abd57fb4fc9b1:nRl/dv4ALXir75aH0R9CQToJIN0=
12/28/2020 12:04:10 AM	Error	Status Code : GatewayTimeout
12/28/2020 12:04:10 AM	Error	Status Description : Gateway Timeout
12/28/2020 12:04:10 AM	Error	Response: {  "status" : 504,  "code" : 50402,  "resource" : null,  "properties" : [ ],  "message" : "No card on encoder.",  "developerMessage" : "No card on encoder. (Text match waiting for ReadCard after 15391 ms)"}
12/28/2020 12:04:10 AM	Success	Running RFIDEncoder demo code
12/28/2020 12:04:10 AM	Failed	Unable to run TurnOff command. Reason: The port is closed.
12/28/2020 12:04:10 AM	Warning	AWS cd03c176c51841299b4abd57fb4fc9b1:46v9MxVxpr1Aq8cnSfdGbU3Ee3A=
12/28/2020 12:04:26 AM	Error	Status Code : GatewayTimeout
12/28/2020 12:04:26 AM	Error	Status Description : Gateway Timeout
12/28/2020 12:04:26 AM	Error	Response: {  "status" : 504,  "code" : 50402,  "resource" : null,  "properties" : [ ],  "message" : "No card on encoder.",  "developerMessage" : "No card on encoder. (Text match waiting for ReadCard after 15391 ms)"}
12/28/2020 12:04:26 AM	Success	Running RFIDEncoder demo code
12/28/2020 12:04:26 AM	Failed	Unable to run TurnOff command. Reason: The port is closed.
12/28/2020 12:04:26 AM	Warning	AWS cd03c176c51841299b4abd57fb4fc9b1:w+V4R4BKcaPpT9elsofNvU4sXME=
12/28/2020 12:04:42 AM	Error	Status Code : GatewayTimeout
12/28/2020 12:04:42 AM	Error	Status Description : Gateway Timeout
12/28/2020 12:04:42 AM	Error	Response: {  "status" : 504,  "code" : 50402,  "resource" : null,  "properties" : [ ],  "message" : "No card on encoder.",  "developerMessage" : "No card on encoder. (Text match waiting for ReadCard after 15375 ms)"}
12/28/2020 12:04:42 AM	Success	Running RFIDEncoder demo code
12/28/2020 12:04:42 AM	Failed	Unable to run TurnOff command. Reason: The port is closed.
12/28/2020 12:04:42 AM	Warning	AWS cd03c176c51841299b4abd57fb4fc9b1:jCeWwsfT680Xc+3xZOWgpx0qTmw=
12/28/2020 12:04:58 AM	Error	Status Code : GatewayTimeout
12/28/2020 12:04:58 AM	Error	Status Description : Gateway Timeout
12/28/2020 12:04:58 AM	Error	Response: {  "status" : 504,  "code" : 50402,  "resource" : null,  "properties" : [ ],  "message" : "No card on encoder.",  "developerMessage" : "No card on encoder. (Text match waiting for ReadCard after 15375 ms)"}
12/28/2020 12:04:58 AM	Success	Running RFIDEncoder demo code
12/28/2020 12:04:58 AM	Failed	Unable to run TurnOff command. Reason: The port is closed.
12/28/2020 12:04:58 AM	Warning	AWS cd03c176c51841299b4abd57fb4fc9b1:YNqd02m1T3tKyhgcHE2ludHx7cI=
12/28/2020 12:05:14 AM	Error	Status Code : GatewayTimeout
12/28/2020 12:05:14 AM	Error	Status Description : Gateway Timeout
12/28/2020 12:05:14 AM	Error	Response: {  "status" : 504,  "code" : 50402,  "resource" : null,  "properties" : [ ],  "message" : "No card on encoder.",  "developerMessage" : "No card on encoder. (Text match waiting for ReadCard after 15375 ms)"}
12/28/2020 12:05:14 AM	Success	Running RFIDEncoder demo code
12/28/2020 12:05:14 AM	Failed	Unable to run TurnOff command. Reason: The port is closed.
12/28/2020 12:05:14 AM	Warning	AWS cd03c176c51841299b4abd57fb4fc9b1:grcCyYgfNjsVgPZ1qkAzZVv6KAo=
12/28/2020 12:05:30 AM	Error	Status Code : GatewayTimeout
12/28/2020 12:05:30 AM	Error	Status Description : Gateway Timeout
12/28/2020 12:05:30 AM	Error	Response: {  "status" : 504,  "code" : 50402,  "resource" : null,  "properties" : [ ],  "message" : "No card on encoder.",  "developerMessage" : "No card on encoder. (Text match waiting for ReadCard after 15375 ms)"}
12/28/2020 12:05:30 AM	Success	Running RFIDEncoder demo code
12/28/2020 12:05:30 AM	Failed	Unable to run TurnOff command. Reason: The port is closed.
12/28/2020 12:05:30 AM	Warning	AWS cd03c176c51841299b4abd57fb4fc9b1:XIJ03c+DJwa3Jjnci2c4aA2YEZ8=
12/28/2020 12:05:46 AM	Error	Status Code : GatewayTimeout
12/28/2020 12:05:46 AM	Error	Status Description : Gateway Timeout
12/28/2020 12:05:46 AM	Error	Response: {  "status" : 504,  "code" : 50402,  "resource" : null,  "properties" : [ ],  "message" : "No card on encoder.",  "developerMessage" : "No card on encoder. (Text match waiting for ReadCard after 15375 ms)"}
12/28/2020 12:05:46 AM	Success	Running RFIDEncoder demo code
12/28/2020 12:05:46 AM	Failed	Unable to run TurnOff command. Reason: The port is closed.
12/28/2020 12:05:47 AM	Warning	AWS cd03c176c51841299b4abd57fb4fc9b1:bvHR3SCF8RQdeI9Qai73+NMRhVQ=
12/28/2020 12:06:02 AM	Error	Status Code : GatewayTimeout
12/28/2020 12:06:02 AM	Error	Status Description : Gateway Timeout
12/28/2020 12:06:02 AM	Error	Response: {  "status" : 504,  "code" : 50402,  "resource" : null,  "properties" : [ ],  "message" : "No card on encoder.",  "developerMessage" : "No card on encoder. (Text match waiting for ReadCard after 15375 ms)"}
12/28/2020 12:06:02 AM	Success	Running RFIDEncoder demo code
12/28/2020 12:06:03 AM	Failed	Unable to run TurnOff command. Reason: The port is closed.
12/28/2020 12:06:03 AM	Warning	AWS cd03c176c51841299b4abd57fb4fc9b1:szr1kxggOZz1BJzN3UaRRalMQrk=
12/28/2020 12:06:18 AM	Error	Status Code : GatewayTimeout
12/28/2020 12:06:18 AM	Error	Status Description : Gateway Timeout
12/28/2020 12:06:18 AM	Error	Response: {  "status" : 504,  "code" : 50402,  "resource" : null,  "properties" : [ ],  "message" : "No card on encoder.",  "developerMessage" : "No card on encoder. (Text match waiting for ReadCard after 15625 ms)"}
12/28/2020 12:06:18 AM	Success	Running RFIDEncoder demo code
12/28/2020 12:06:18 AM	Failed	Unable to run TurnOff command. Reason: The port is closed.
12/28/2020 12:06:19 AM	Warning	AWS cd03c176c51841299b4abd57fb4fc9b1:0cqcO3Qi8/g2G1ZCx5fkydHrDWo=
12/28/2020 12:06:34 AM	Error	Status Code : GatewayTimeout
12/28/2020 12:06:34 AM	Error	Status Description : Gateway Timeout
12/28/2020 12:06:34 AM	Error	Response: {  "status" : 504,  "code" : 50402,  "resource" : null,  "properties" : [ ],  "message" : "No card on encoder.",  "developerMessage" : "No card on encoder. (Text match waiting for ReadCard after 15625 ms)"}
12/28/2020 12:06:34 AM	Success	Running RFIDEncoder demo code
12/28/2020 12:06:35 AM	Failed	Unable to run TurnOff command. Reason: The port is closed.
12/28/2020 12:06:35 AM	Warning	AWS cd03c176c51841299b4abd57fb4fc9b1:FpmR/Gua+7UuZeh5K9j4iY8uoTk=
12/28/2020 12:06:50 AM	Error	Status Code : GatewayTimeout
12/28/2020 12:06:50 AM	Error	Status Description : Gateway Timeout
12/28/2020 12:06:50 AM	Error	Response: {  "status" : 504,  "code" : 50402,  "resource" : null,  "properties" : [ ],  "message" : "No card on encoder.",  "developerMessage" : "No card on encoder. (Text match waiting for ReadCard after 15625 ms)"}
12/28/2020 12:06:50 AM	Success	Running RFIDEncoder demo code
12/28/2020 12:06:51 AM	Failed	Unable to run TurnOff command. Reason: The port is closed.
12/28/2020 12:06:51 AM	Warning	AWS cd03c176c51841299b4abd57fb4fc9b1:IxtWsbTCWaW97hKWINyKw8lvFUY=
12/28/2020 12:07:06 AM	Error	Status Code : GatewayTimeout
12/28/2020 12:07:06 AM	Error	Status Description : Gateway Timeout
12/28/2020 12:07:06 AM	Error	Response: {  "status" : 504,  "code" : 50402,  "resource" : null,  "properties" : [ ],  "message" : "No card on encoder.",  "developerMessage" : "No card on encoder. (Text match waiting for ReadCard after 15609 ms)"}
12/28/2020 12:07:06 AM	Success	Running RFIDEncoder demo code
12/28/2020 12:07:07 AM	Failed	Unable to run TurnOff command. Reason: The port is closed.
12/28/2020 12:07:07 AM	Warning	AWS cd03c176c51841299b4abd57fb4fc9b1:nMOTtrd0pIughU0eDeNky6rf86E=
12/28/2020 12:07:22 AM	Error	Status Code : GatewayTimeout
12/28/2020 12:07:22 AM	Error	Status Description : Gateway Timeout
12/28/2020 12:07:22 AM	Error	Response: {  "status" : 504,  "code" : 50402,  "resource" : null,  "properties" : [ ],  "message" : "No card on encoder.",  "developerMessage" : "No card on encoder. (Text match waiting for ReadCard after 15641 ms)"}
12/28/2020 12:07:22 AM	Success	Running RFIDEncoder demo code
12/28/2020 12:07:23 AM	Failed	Unable to run TurnOff command. Reason: The port is closed.
12/28/2020 12:07:23 AM	Warning	AWS cd03c176c51841299b4abd57fb4fc9b1:oY58xGquEM8AAqh++auo7fXDChI=
12/28/2020 12:07:38 AM	Error	Status Code : GatewayTimeout
12/28/2020 12:07:38 AM	Error	Status Description : Gateway Timeout
12/28/2020 12:07:38 AM	Error	Response: {  "status" : 504,  "code" : 50402,  "resource" : null,  "properties" : [ ],  "message" : "No card on encoder.",  "developerMessage" : "No card on encoder. (Text match waiting for ReadCard after 15625 ms)"}
12/28/2020 12:07:38 AM	Success	Running RFIDEncoder demo code
12/28/2020 12:07:39 AM	Failed	Unable to run TurnOff command. Reason: The port is closed.
12/28/2020 12:07:39 AM	Warning	AWS cd03c176c51841299b4abd57fb4fc9b1:8nWs+2GjboKYNNA7y0CDlPiL69M=
12/28/2020 12:07:54 AM	Error	Status Code : GatewayTimeout
12/28/2020 12:07:54 AM	Error	Status Description : Gateway Timeout
12/28/2020 12:07:54 AM	Error	Response: {  "status" : 504,  "code" : 50402,  "resource" : null,  "properties" : [ ],  "message" : "No card on encoder.",  "developerMessage" : "No card on encoder. (Text match waiting for ReadCard after 15125 ms)"}
12/28/2020 12:07:54 AM	Success	Running RFIDEncoder demo code
12/28/2020 12:07:55 AM	Failed	Unable to run TurnOff command. Reason: The port is closed.
12/28/2020 12:07:55 AM	Warning	AWS cd03c176c51841299b4abd57fb4fc9b1:5n7NzRzCSB0ko+lEM9QxmzQIPEs=
12/28/2020 12:08:10 AM	Error	Status Code : GatewayTimeout
12/28/2020 12:08:10 AM	Error	Status Description : Gateway Timeout
12/28/2020 12:08:10 AM	Error	Response: {  "status" : 504,  "code" : 50402,  "resource" : null,  "properties" : [ ],  "message" : "No card on encoder.",  "developerMessage" : "No card on encoder. (Text match waiting for ReadCard after 15125 ms)"}
12/28/2020 12:08:10 AM	Success	Running RFIDEncoder demo code
12/28/2020 12:08:11 AM	Failed	Unable to run TurnOff command. Reason: The port is closed.
12/28/2020 12:08:11 AM	Warning	AWS cd03c176c51841299b4abd57fb4fc9b1:ZrBlWZOv88TuSL7ecHj7Zfkis1c=
12/28/2020 12:08:26 AM	Error	Status Code : GatewayTimeout
12/28/2020 12:08:26 AM	Error	Status Description : Gateway Timeout
12/28/2020 12:08:26 AM	Error	Response: {  "status" : 504,  "code" : 50402,  "resource" : null,  "properties" : [ ],  "message" : "No card on encoder.",  "developerMessage" : "No card on encoder. (Text match waiting for ReadCard after 15125 ms)"}
12/28/2020 12:08:26 AM	Success	Running RFIDEncoder demo code
12/28/2020 12:08:27 AM	Failed	Unable to run TurnOff command. Reason: The port is closed.
12/28/2020 12:08:27 AM	Warning	AWS cd03c176c51841299b4abd57fb4fc9b1:XXPk8MHSIUG2Nxv959pFd97uTLE=
12/28/2020 12:08:42 AM	Error	Status Code : GatewayTimeout
12/28/2020 12:08:42 AM	Error	Status Description : Gateway Timeout
12/28/2020 12:08:42 AM	Error	Response: {  "status" : 504,  "code" : 50402,  "resource" : null,  "properties" : [ ],  "message" : "No card on encoder.",  "developerMessage" : "No card on encoder. (Text match waiting for ReadCard after 15125 ms)"}
12/28/2020 12:08:42 AM	Success	Running RFIDEncoder demo code
12/28/2020 12:08:43 AM	Failed	Unable to run TurnOff command. Reason: The port is closed.
12/28/2020 12:08:43 AM	Warning	AWS cd03c176c51841299b4abd57fb4fc9b1:2Ecb+u0tFfld/6GysnNDU8rZJBg=
12/28/2020 12:08:58 AM	Error	Status Code : GatewayTimeout
12/28/2020 12:08:58 AM	Error	Status Description : Gateway Timeout
12/28/2020 12:08:58 AM	Error	Response: {  "status" : 504,  "code" : 50402,  "resource" : null,  "properties" : [ ],  "message" : "No card on encoder.",  "developerMessage" : "No card on encoder. (Text match waiting for ReadCard after 15125 ms)"}
12/28/2020 12:08:58 AM	Success	Running RFIDEncoder demo code
12/28/2020 12:08:59 AM	Failed	Unable to run TurnOff command. Reason: The port is closed.
12/28/2020 12:08:59 AM	Warning	AWS cd03c176c51841299b4abd57fb4fc9b1:wpeb4Hpw2XEAxwYx0gkYth/+8Bs=
12/28/2020 12:09:14 AM	Error	Status Code : GatewayTimeout
12/28/2020 12:09:14 AM	Error	Status Description : Gateway Timeout
12/28/2020 12:09:14 AM	Error	Response: {  "status" : 504,  "code" : 50402,  "resource" : null,  "properties" : [ ],  "message" : "No card on encoder.",  "developerMessage" : "No card on encoder. (Text match waiting for ReadCard after 15125 ms)"}
12/28/2020 12:09:14 AM	Success	Running RFIDEncoder demo code
12/28/2020 12:09:15 AM	Failed	Unable to run TurnOff command. Reason: The port is closed.
12/28/2020 12:09:15 AM	Warning	AWS cd03c176c51841299b4abd57fb4fc9b1:iUP/S42Oz83Q17i9SQP0xrFy3kU=
12/28/2020 12:09:30 AM	Error	Status Code : GatewayTimeout
12/28/2020 12:09:30 AM	Error	Status Description : Gateway Timeout
12/28/2020 12:09:30 AM	Error	Response: {  "status" : 504,  "code" : 50402,  "resource" : null,  "properties" : [ ],  "message" : "No card on encoder.",  "developerMessage" : "No card on encoder. (Text match waiting for ReadCard after 15125 ms)"}
12/28/2020 12:09:30 AM	Success	Running RFIDEncoder demo code
12/28/2020 12:09:31 AM	Failed	Unable to run TurnOff command. Reason: The port is closed.
12/28/2020 12:09:31 AM	Warning	AWS cd03c176c51841299b4abd57fb4fc9b1:R9Y/YZx78FnhFFupLGyZbbpiCMY=
12/28/2020 12:09:46 AM	Error	Status Code : GatewayTimeout
12/28/2020 12:09:46 AM	Error	Status Description : Gateway Timeout
12/28/2020 12:09:46 AM	Error	Response: {  "status" : 504,  "code" : 50402,  "resource" : null,  "properties" : [ ],  "message" : "No card on encoder.",  "developerMessage" : "No card on encoder. (Text match waiting for ReadCard after 15390 ms)"}
12/28/2020 12:09:46 AM	Success	Running RFIDEncoder demo code
12/28/2020 12:09:47 AM	Failed	Unable to run TurnOff command. Reason: The port is closed.
12/28/2020 12:09:47 AM	Warning	AWS cd03c176c51841299b4abd57fb4fc9b1:n//SPj35ID7XUU2ElyUvICzMJKw=
12/28/2020 12:10:02 AM	Error	Status Code : GatewayTimeout
12/28/2020 12:10:02 AM	Error	Status Description : Gateway Timeout
12/28/2020 12:10:02 AM	Error	Response: {  "status" : 504,  "code" : 50402,  "resource" : null,  "properties" : [ ],  "message" : "No card on encoder.",  "developerMessage" : "No card on encoder. (Text match waiting for ReadCard after 15360 ms)"}
12/28/2020 12:10:02 AM	Success	Running RFIDEncoder demo code
12/28/2020 12:10:03 AM	Failed	Unable to run TurnOff command. Reason: The port is closed.
12/28/2020 12:10:03 AM	Warning	AWS cd03c176c51841299b4abd57fb4fc9b1:vTVlKpKLeHzb2Ejft6sNk4ZUAeg=
12/28/2020 12:10:18 AM	Error	Status Code : GatewayTimeout
12/28/2020 12:10:18 AM	Error	Status Description : Gateway Timeout
12/28/2020 12:10:18 AM	Error	Response: {  "status" : 504,  "code" : 50402,  "resource" : null,  "properties" : [ ],  "message" : "No card on encoder.",  "developerMessage" : "No card on encoder. (Text match waiting for ReadCard after 15360 ms)"}
12/28/2020 12:10:18 AM	Success	Running RFIDEncoder demo code
12/28/2020 12:10:19 AM	Failed	Unable to run TurnOff command. Reason: The port is closed.
12/28/2020 12:10:19 AM	Warning	AWS cd03c176c51841299b4abd57fb4fc9b1:mSlTZNzkyzBKHJfmMifhCHpyoyA=
12/28/2020 12:10:34 AM	Error	Status Code : GatewayTimeout
12/28/2020 12:10:34 AM	Error	Status Description : Gateway Timeout
12/28/2020 12:10:34 AM	Error	Response: {  "status" : 504,  "code" : 50402,  "resource" : null,  "properties" : [ ],  "message" : "No card on encoder.",  "developerMessage" : "No card on encoder. (Text match waiting for ReadCard after 15391 ms)"}
12/28/2020 12:10:34 AM	Success	Running RFIDEncoder demo code
12/28/2020 12:10:35 AM	Failed	Unable to run TurnOff command. Reason: The port is closed.
12/28/2020 12:10:35 AM	Warning	AWS cd03c176c51841299b4abd57fb4fc9b1:FZFixY/mwH1+mrhXOD6+mXUPAf0=
12/28/2020 12:10:50 AM	Error	Status Code : GatewayTimeout
12/28/2020 12:10:50 AM	Error	Status Description : Gateway Timeout
12/28/2020 12:10:50 AM	Error	Response: {  "status" : 504,  "code" : 50402,  "resource" : null,  "properties" : [ ],  "message" : "No card on encoder.",  "developerMessage" : "No card on encoder. (Text match waiting for ReadCard after 15375 ms)"}
