Date:	Status:	Description:
12/02/2020 06:01:47 PM	Success	Connect to card dispenser successfully! Port: COM11
12/02/2020 06:01:47 PM	Warning	Status Flag status: True
12/02/2020 06:01:48 PM	Success	Success execute dispenser code. Code: Status
12/02/2020 06:01:48 PM	Warning	AutoEject Flag status: True
12/02/2020 06:01:49 PM	Success	Success execute dispenser code. Code: AutoEject
12/02/2020 06:01:49 PM	Warning	Initializing port for Arduino...
12/02/2020 06:01:49 PM	Success	Connect to Arduino port successfully. Port: COM3
12/02/2020 06:01:49 PM	Warning	Session request
12/02/2020 06:01:49 PM	Success	Response: {"accessKey":"7d962652314346ee9bb45e392d17a285","id":"92cba4be3be645e0af18f4a27588a126"}
12/02/2020 06:01:49 PM	Warning	Enable Flag status: True
12/02/2020 06:01:50 PM	Success	Success execute dispenser code. Code: Enable
12/02/2020 06:01:50 PM	Success	Vingcard IP Encoder Initialize successfully!
12/02/2020 06:01:53 PM	Warning	Arduino received data: not detected
12/02/2020 06:01:53 PM	Success	Running command successfully: Arduino TurnOff
12/02/2020 06:02:05 PM	Warning	AWS 92cba4be3be645e0af18f4a27588a126:roe6t0DKBRSZNWYtQGjDRkVrmlk=
12/02/2020 06:02:14 PM	Warning	CREATE KEY REQUEST
12/02/2020 06:02:14 PM	Success	Response: {"credentialId":null,"cardHolder":"Auto-Added","surname":null,"givenName":null}
12/02/2020 06:02:14 PM	Warning	CREATE KEY REQUEST
12/02/2020 06:02:14 PM	Success	Response: {"credentialId":null,"cardHolder":null,"surname":"Auto-Added","givenName":"Auto-Added"}
12/02/2020 06:02:14 PM	Warning	CardHolder: Auto-Added Auto-Added
12/02/2020 06:02:14 PM	Warning	Valid card. Proceed success procedure.
12/02/2020 06:02:14 PM	Success	Running command successfully: Arduino TurnOn
12/02/2020 06:02:14 PM	Warning	Capture Flag status: True
12/02/2020 06:02:15 PM	Failed	Unable to execute dispenser code: Capture, Reading step name: Response
12/02/2020 06:02:15 PM	Success	Success execute dispenser code. Code: Capture
12/02/2020 06:02:15 PM	Warning	Status Flag status: True
12/02/2020 06:02:15 PM	Warning	Unable to run dispenser Status ACK.
12/02/2020 06:02:15 PM	Warning	Unable to run dispenser Status ACK.
12/02/2020 06:02:16 PM	Success	Success execute dispenser code. Code: Status
12/02/2020 06:02:16 PM	Success	Running command successfully: Arduino TurnOff
12/02/2020 06:02:16 PM	Warning	Forbid Flag status: True
12/02/2020 06:02:16 PM	Warning	Initializing port for Arduino...
12/02/2020 06:02:16 PM	Failed	Unable to run TurnOn command. Reason: The port is closed.
12/02/2020 06:02:17 PM	Success	Success execute dispenser code. Code: Forbid
12/02/2020 06:02:18 PM	Warning	Enable Flag status: True
12/02/2020 06:02:18 PM	Warning	Arduino received data: detected
12/02/2020 06:02:19 PM	Success	Success execute dispenser code. Code: Enable
12/02/2020 06:02:20 PM	Success	Running command successfully: Arduino UpdateThreshold
12/02/2020 06:02:20 PM	Warning	Arduino received data: not detected
12/02/2020 06:02:21 PM	Warning	AWS 92cba4be3be645e0af18f4a27588a126:jPznZZb4G3LutCj0RjhTyoWHnB8=
12/02/2020 06:02:23 PM	Warning	AWS 92cba4be3be645e0af18f4a27588a126:u+E7xB62UQn7s0Dy44T1tXDywQY=
12/02/2020 06:02:23 PM	Error	Status Code : MethodNotAllowed
12/02/2020 06:02:23 PM	Error	Status Description : Method Not Allowed
12/02/2020 06:02:23 PM	Error	Response: {  "status" : 405,  "code" : 40501,  "resource" : null,  "properties" : [ ],  "message" : "The request method is not allowed on this resource.",  "developerMessage" : "The request method is not allowed on this resource. (Encoder is already in use by another web service operator)"}
12/02/2020 06:02:23 PM	Success	Running command successfully: Arduino StopRecordThreshold
12/02/2020 06:02:23 PM	Success	Running command successfully: Arduino StopRecordThreshold
12/02/2020 06:02:23 PM	Error	Status Code : InternalServerError
12/02/2020 06:02:23 PM	Error	Status Description : Internal Server Error
12/02/2020 06:02:23 PM	Error	Response: {  "status" : 500,  "code" : 50001,  "resource" : null,  "properties" : [ ],  "message" : "Internal server error.",  "developerMessage" : "Internal server error. (Failed to release encoder 1111, since the encoder isn't locked)"}
12/02/2020 06:02:23 PM	Success	Running command successfully: Arduino StopRecordThreshold
12/02/2020 06:06:39 PM	Success	Connect to card dispenser successfully! Port: COM11
12/02/2020 06:06:39 PM	Warning	Status Flag status: True
