Date:	Status:	Description:
12/09/2020 12:00:08 AM	Error	Status Code : GatewayTimeout
12/09/2020 12:00:08 AM	Error	Status Description : Gateway Timeout
12/09/2020 12:00:08 AM	Error	Response: {  "status" : 504,  "code" : 50402,  "resource" : null,  "properties" : [ ],  "message" : "No card on encoder.",  "developerMessage" : "No card on encoder. (Text match waiting for ReadCard after 15250 ms)"}
12/09/2020 12:00:08 AM	Success	Running command successfully: Arduino StopRecordThreshold
12/09/2020 12:00:08 AM	Success	Running command successfully: Arduino TurnOff
12/09/2020 12:00:08 AM	Warning	AWS c4a942a8b0974746bec7568d0f525b4b:RX9WHRSez++x73cK/lpen/Zvnzk=
12/09/2020 12:00:24 AM	Error	Status Code : GatewayTimeout
12/09/2020 12:00:24 AM	Error	Status Description : Gateway Timeout
12/09/2020 12:00:24 AM	Error	Response: {  "status" : 504,  "code" : 50402,  "resource" : null,  "properties" : [ ],  "message" : "No card on encoder.",  "developerMessage" : "No card on encoder. (Text match waiting for ReadCard after 15266 ms)"}
12/09/2020 12:00:24 AM	Success	Running command successfully: Arduino StopRecordThreshold
12/09/2020 12:00:24 AM	Success	Running command successfully: Arduino TurnOff
12/09/2020 12:00:24 AM	Warning	AWS c4a942a8b0974746bec7568d0f525b4b:RgyjXPE++eR2HLKb4OOf0GZP6z8=
12/09/2020 12:00:40 AM	Error	Status Code : GatewayTimeout
12/09/2020 12:00:40 AM	Error	Status Description : Gateway Timeout
12/09/2020 12:00:40 AM	Error	Response: {  "status" : 504,  "code" : 50402,  "resource" : null,  "properties" : [ ],  "message" : "No card on encoder.",  "developerMessage" : "No card on encoder. (Text match waiting for ReadCard after 15265 ms)"}
12/09/2020 12:00:40 AM	Success	Running command successfully: Arduino StopRecordThreshold
12/09/2020 12:00:40 AM	Success	Running command successfully: Arduino TurnOff
12/09/2020 12:00:40 AM	Warning	AWS c4a942a8b0974746bec7568d0f525b4b:WwO6oSSIKq0LYfyiWTYA7lN2NnM=
12/09/2020 12:00:56 AM	Error	Status Code : GatewayTimeout
12/09/2020 12:00:56 AM	Error	Status Description : Gateway Timeout
12/09/2020 12:00:56 AM	Error	Response: {  "status" : 504,  "code" : 50402,  "resource" : null,  "properties" : [ ],  "message" : "No card on encoder.",  "developerMessage" : "No card on encoder. (Text match waiting for ReadCard after 15531 ms)"}
12/09/2020 12:00:56 AM	Success	Running command successfully: Arduino StopRecordThreshold
12/09/2020 12:00:56 AM	Success	Running command successfully: Arduino TurnOff
12/09/2020 12:00:56 AM	Warning	AWS c4a942a8b0974746bec7568d0f525b4b:M/WelJfuo6VyN1eaMfJCOmAgO7s=
12/09/2020 12:01:12 AM	Error	Status Code : GatewayTimeout
12/09/2020 12:01:12 AM	Error	Status Description : Gateway Timeout
12/09/2020 12:01:12 AM	Error	Response: {  "status" : 504,  "code" : 50402,  "resource" : null,  "properties" : [ ],  "message" : "No card on encoder.",  "developerMessage" : "No card on encoder. (Text match waiting for ReadCard after 15516 ms)"}
12/09/2020 12:01:12 AM	Success	Running command successfully: Arduino StopRecordThreshold
12/09/2020 12:01:13 AM	Success	Running command successfully: Arduino TurnOff
12/09/2020 12:01:13 AM	Warning	AWS c4a942a8b0974746bec7568d0f525b4b:Wl8n9Xs/zWr69oU3Fm75zmxnSB4=
12/09/2020 12:01:28 AM	Error	Status Code : GatewayTimeout
12/09/2020 12:01:28 AM	Error	Status Description : Gateway Timeout
