Date:	Status:	Description:
12/06/2020 12:00:11 AM	Error	Status Code : GatewayTimeout
12/06/2020 12:00:11 AM	Error	Status Description : Gateway Timeout
12/06/2020 12:00:11 AM	Error	Response: {  "status" : 504,  "code" : 50402,  "resource" : null,  "properties" : [ ],  "message" : "No card on encoder.",  "developerMessage" : "No card on encoder. (Text match waiting for ReadCard after 15609 ms)"}
12/06/2020 12:00:11 AM	Success	Running command successfully: Arduino StopRecordThreshold
12/06/2020 12:00:11 AM	Success	Running command successfully: Arduino TurnOff
12/06/2020 12:00:11 AM	Warning	AWS 5a10822af5874bc6bccbe7d5d65de4e2:wracRBZVItdB6dZUGMnsmrCYqzo=
12/06/2020 12:00:27 AM	Error	Status Code : GatewayTimeout
12/06/2020 12:00:27 AM	Error	Status Description : Gateway Timeout
12/06/2020 12:00:27 AM	Error	Response: {  "status" : 504,  "code" : 50402,  "resource" : null,  "properties" : [ ],  "message" : "No card on encoder.",  "developerMessage" : "No card on encoder. (Text match waiting for ReadCard after 15625 ms)"}
12/06/2020 12:00:27 AM	Success	Running command successfully: Arduino StopRecordThreshold
12/06/2020 12:00:27 AM	Success	Running command successfully: Arduino TurnOff
12/06/2020 12:00:27 AM	Warning	AWS 5a10822af5874bc6bccbe7d5d65de4e2:4c4tOS25DnOCGQG8Bh/5oOIgYuA=
12/06/2020 12:00:43 AM	Error	Status Code : GatewayTimeout
12/06/2020 12:00:43 AM	Error	Status Description : Gateway Timeout
12/06/2020 12:00:43 AM	Error	Response: {  "status" : 504,  "code" : 50402,  "resource" : null,  "properties" : [ ],  "message" : "No card on encoder.",  "developerMessage" : "No card on encoder. (Text match waiting for ReadCard after 15625 ms)"}
12/06/2020 12:00:43 AM	Success	Running command successfully: Arduino StopRecordThreshold
12/06/2020 12:00:43 AM	Success	Running command successfully: Arduino TurnOff
12/06/2020 12:00:43 AM	Warning	AWS 5a10822af5874bc6bccbe7d5d65de4e2:0yPB+fkiwgvjiVIuZK5MmeCkx9Q=
12/06/2020 12:00:59 AM	Error	Status Code : GatewayTimeout
12/06/2020 12:00:59 AM	Error	Status Description : Gateway Timeout
12/06/2020 12:00:59 AM	Error	Response: {  "status" : 504,  "code" : 50402,  "resource" : null,  "properties" : [ ],  "message" : "No card on encoder.",  "developerMessage" : "No card on encoder. (Text match waiting for ReadCard after 15610 ms)"}
12/06/2020 12:00:59 AM	Success	Running command successfully: Arduino StopRecordThreshold
12/06/2020 12:00:59 AM	Success	Running command successfully: Arduino TurnOff
12/06/2020 12:00:59 AM	Warning	AWS 5a10822af5874bc6bccbe7d5d65de4e2:OgDo7j8z5tc0dgEIyHdeEQJfxrE=
12/06/2020 12:01:15 AM	Error	Status Code : GatewayTimeout
12/06/2020 12:01:15 AM	Error	Status Description : Gateway Timeout
12/06/2020 12:01:15 AM	Error	Response: {  "status" : 504,  "code" : 50402,  "resource" : null,  "properties" : [ ],  "message" : "No card on encoder.",  "developerMessage" : "No card on encoder. (Text match waiting for ReadCard after 15610 ms)"}
12/06/2020 12:01:15 AM	Success	Running command successfully: Arduino StopRecordThreshold
12/06/2020 12:01:15 AM	Success	Running command successfully: Arduino TurnOff
12/06/2020 12:01:15 AM	Warning	AWS 5a10822af5874bc6bccbe7d5d65de4e2:z/A59Q2vXK6I2wfAiRCGKpe8y2U=
12/06/2020 12:01:30 AM	Error	Status Code : GatewayTimeout
12/06/2020 12:01:30 AM	Error	Status Description : Gateway Timeout
