Date:	Status:	Description:
12/18/2020 03:11:51 PM	Success	Connect to card dispenser successfully! Port: COM11
12/18/2020 03:11:51 PM	Warning	Status Flag status: True
12/18/2020 03:11:51 PM	Success	Success execute dispenser code. Code: Status
12/18/2020 03:11:51 PM	Warning	AutoEject Flag status: True
12/18/2020 03:11:52 PM	Success	Success execute dispenser code. Code: AutoEject
12/18/2020 03:11:52 PM	Warning	Initializing port for Arduino...
12/18/2020 03:11:52 PM	Success	Connect to Arduino port successfully. Port: COM3
12/18/2020 03:11:52 PM	Warning	Session request
12/18/2020 03:11:52 PM	Success	Response: {"accessKey":"75bf80e98da2408abd82fef9288ec21f","id":"a94f5cc54a1f4f2e9e5b567948044926"}
12/18/2020 03:11:52 PM	Warning	Enable Flag status: True
12/18/2020 03:11:53 PM	Success	Success execute dispenser code. Code: Enable
12/18/2020 03:11:53 PM	Success	Vingcard IP Encoder Initialize successfully!
12/18/2020 03:11:57 PM	Warning	Arduino received data: not detected
12/18/2020 03:11:57 PM	Success	Running command successfully: Arduino TurnOff
12/18/2020 03:12:08 PM	Success	Running command successfully: Arduino TurnOff
12/18/2020 03:12:08 PM	Warning	AWS a94f5cc54a1f4f2e9e5b567948044926:Awo/uVntETyAGrFT99BDyqBvh4A=
12/18/2020 03:12:13 PM	Warning	CREATE KEY REQUEST
12/18/2020 03:12:13 PM	Success	Response: {"credentialId":null,"cardHolder":"ID20201217161518","surname":null,"givenName":null}
12/18/2020 03:12:13 PM	Success	Deserialize demo key
12/18/2020 03:12:13 PM	Success	Response: {"credentialId":null,"cardHolder":"ID20201217161518","surname":null,"givenName":null,"created":"20201217T161518","expireTime":"20201222T1200","doorOperations":[{"operation":"guest","doors":["101"]}]}
12/18/2020 03:12:13 PM	Success	Running RFIDEncoder demo code
12/18/2020 03:12:14 PM	Success	Get Response: {"credentialId":null,"cardHolder":null,"surname":"Tommy","givenName":"Wong"}
12/18/2020 03:12:14 PM	Success	API type: GetCardUserInfo
12/18/2020 03:12:14 PM	Warning	CardHolder: Tommy Wong
12/18/2020 03:12:14 PM	Warning	Valid card. Proceed success procedure.
12/18/2020 03:12:14 PM	Success	Running command successfully: Arduino TurnOn
12/18/2020 03:12:14 PM	Warning	Capture Flag status: True
12/18/2020 03:12:14 PM	Warning	Arduino received data: detected
12/18/2020 03:12:14 PM	Failed	Unable to execute dispenser code: Capture, Reading step name: Response
12/18/2020 03:12:14 PM	Success	Success execute dispenser code. Code: Capture
12/18/2020 03:12:14 PM	Warning	Status Flag status: True
12/18/2020 03:12:14 PM	Warning	Unable to run dispenser Status ACK.
12/18/2020 03:12:14 PM	Warning	Unable to run dispenser Status ACK.
12/18/2020 03:12:15 PM	Success	Success execute dispenser code. Code: Status
12/18/2020 03:12:15 PM	Success	Running command successfully: Arduino TurnOff
12/18/2020 03:12:15 PM	Warning	Forbid Flag status: True
12/18/2020 03:12:16 PM	Warning	Initializing port for Arduino...
12/18/2020 03:12:16 PM	Failed	Unable to run TurnOn command. Reason: The port is closed.
12/18/2020 03:12:16 PM	Success	Success execute dispenser code. Code: Forbid
12/18/2020 03:12:17 PM	Warning	Arduino received data: not detected
12/18/2020 03:12:17 PM	Success	Running command successfully: Arduino UpdateThreshold
12/18/2020 03:12:19 PM	Warning	Enable Flag status: True
12/18/2020 03:12:20 PM	Success	Success execute dispenser code. Code: Enable
12/18/2020 03:12:21 PM	Warning	AWS a94f5cc54a1f4f2e9e5b567948044926:PQ1eRGnS8XZOLWjCI0H2gJtyGl8=
12/18/2020 03:12:25 PM	Warning	CREATE KEY REQUEST
12/18/2020 03:12:25 PM	Success	Response: {"credentialId":null,"cardHolder":"UNKNOWN(-1)","surname":null,"givenName":null}
12/18/2020 03:12:25 PM	Success	Deserialize demo key
12/18/2020 03:12:25 PM	Success	Response: {"credentialId":null,"cardHolder":"UNKNOWN(-1)","surname":null,"givenName":null,"created":"19700103T0000","expireTime":"20201111T1200","doorOperations":[{"operation":"guest","doors":["101"]}]}
12/18/2020 03:12:25 PM	Success	Running RFIDEncoder demo code
12/18/2020 03:12:25 PM	Error	Status Code : NotFound
12/18/2020 03:12:25 PM	Error	Status Description : Not Found
12/18/2020 03:12:25 PM	Error	Response: {  "status" : 404,  "code" : 40401,  "resource" : null,  "properties" : [ ],  "message" : "The resource does not exist.",  "developerMessage" : "The resource does not exist. (\"alphaID=?\": \"UNKNOWN(-1)\")"}
12/18/2020 03:12:25 PM	Success	Running command successfully: Arduino StopRecordThreshold
12/18/2020 03:12:25 PM	Success	Running command successfully: Arduino StopRecordThreshold
12/18/2020 03:12:26 PM	Warning	Arduino received data: detected
12/18/2020 03:12:29 PM	Success	Running command successfully: Arduino TurnOn
12/18/2020 03:12:31 PM	Warning	Arduino received data: not detected
12/18/2020 03:12:31 PM	Success	Running command successfully: Arduino TurnOff
12/18/2020 03:12:37 PM	Success	Running command successfully: Arduino TurnOff
12/18/2020 03:12:37 PM	Warning	AWS a94f5cc54a1f4f2e9e5b567948044926:0ph2lFNLyEKIOz4LSC+MskEsyDo=
12/18/2020 03:12:52 PM	Error	Status Code : GatewayTimeout
12/18/2020 03:12:52 PM	Error	Status Description : Gateway Timeout
12/18/2020 03:12:52 PM	Error	Response: {  "status" : 504,  "code" : 50402,  "resource" : null,  "properties" : [ ],  "message" : "No card on encoder.",  "developerMessage" : "No card on encoder. (Text match waiting for ReadCard after 15610 ms)"}
12/18/2020 03:12:52 PM	Success	Running RFIDEncoder demo code
12/18/2020 03:12:53 PM	Success	Running command successfully: Arduino TurnOff
12/18/2020 03:12:53 PM	Warning	AWS a94f5cc54a1f4f2e9e5b567948044926:vZJgOAevV00Qwo2OWbG/XdDf3R4=
12/18/2020 03:23:26 PM	Success	Connect to card dispenser successfully! Port: COM11
12/18/2020 03:23:26 PM	Warning	Status Flag status: True
12/18/2020 03:23:27 PM	Success	Success execute dispenser code. Code: Status
12/18/2020 03:23:27 PM	Warning	AutoEject Flag status: True
12/18/2020 03:23:27 PM	Success	Success execute dispenser code. Code: AutoEject
12/18/2020 03:23:27 PM	Warning	Initializing port for Arduino...
12/18/2020 03:23:27 PM	Success	Connect to Arduino port successfully. Port: COM3
12/18/2020 03:23:28 PM	Warning	Session request
12/18/2020 03:23:28 PM	Success	Response: {"accessKey":"4b87e1a547bf4ea9a10f3fa2b0edb5f2","id":"0c1ebbe277bf4d84b6e1b6eae1d24ace"}
12/18/2020 03:23:28 PM	Warning	Enable Flag status: True
12/18/2020 03:23:28 PM	Success	Success execute dispenser code. Code: Enable
12/18/2020 03:23:28 PM	Success	Vingcard IP Encoder Initialize successfully!
12/18/2020 03:23:32 PM	Warning	Arduino received data: not detected
12/18/2020 03:23:32 PM	Success	Running command successfully: Arduino TurnOff
12/18/2020 03:23:44 PM	Success	Running command successfully: Arduino TurnOff
12/18/2020 03:23:44 PM	Warning	AWS 0c1ebbe277bf4d84b6e1b6eae1d24ace:p/V02aoviYoVTmiuuv9jINn+9go=
12/18/2020 03:23:46 PM	Warning	CREATE KEY REQUEST
12/18/2020 03:23:46 PM	Success	Response: {"credentialId":null,"cardHolder":"ID20201217161518","surname":null,"givenName":null}
