Date:	Status:	Description:
12/27/2020 12:01:26 AM	Error	Status Code : NotFound
12/27/2020 12:01:26 AM	Error	Status Description : Not Found
12/27/2020 12:01:26 AM	Error	Response: <!doctype html><html lang="en"><head><title>HTTP Status 404 – Not Found</title><style type="text/css">H1 {font-family:Tahoma,Arial,sans-serif;color:white;background-color:#525D76;font-size:22px;} H2 {font-family:Tahoma,Arial,sans-serif;color:white;background-color:#525D76;font-size:16px;} H3 {font-family:Tahoma,Arial,sans-serif;color:white;background-color:#525D76;font-size:14px;} BODY {font-family:Tahoma,Arial,sans-serif;color:black;background-color:white;} B {font-family:Tahoma,Arial,sans-serif;color:white;background-color:#525D76;} P {font-family:Tahoma,Arial,sans-serif;background:white;color:black;font-size:12px;}A {color : black;}A.name {color : black;}HR {color : #525D76;}</style></head><body><h1>HTTP Status 404 – Not Found</h1><hr class="line" /><p><b>Type</b> Status Report</p><p><b>Description</b> The origin server did not find a current representation for the target resource or is not willing to disclose that one exists.</p><hr class="line" /><h3>Apache Tomcat/7.0.96</h3></body></html>
12/27/2020 12:01:26 AM	Warning	Session request
12/27/2020 12:01:26 AM	Success	Response: {"accessKey":"a3a8507e79594a6c9093caa53e342b15","id":"1b917a80e2b14c388af4eaafa733f2b9"}
12/27/2020 12:01:26 AM	Failed	Unable to run TurnOff command. Reason: The port is closed.
12/27/2020 12:01:26 AM	Warning	AWS 1b917a80e2b14c388af4eaafa733f2b9:xLrXuGRoaXdAh2ie5uDBiYy77/0=
12/27/2020 12:01:41 AM	Error	Status Code : GatewayTimeout
12/27/2020 12:01:41 AM	Error	Status Description : Gateway Timeout
12/27/2020 12:01:41 AM	Error	Response: {  "status" : 504,  "code" : 50402,  "resource" : null,  "properties" : [ ],  "message" : "No card on encoder.",  "developerMessage" : "No card on encoder. (Text match waiting for ReadCard after 15641 ms)"}
12/27/2020 12:01:41 AM	Success	Running RFIDEncoder demo code
12/27/2020 12:01:42 AM	Failed	Unable to run TurnOff command. Reason: The port is closed.
12/27/2020 12:01:42 AM	Warning	AWS 1b917a80e2b14c388af4eaafa733f2b9:oc1aCRaQsDScMcL+TRZl0mas2jY=
12/27/2020 12:01:57 AM	Error	Status Code : GatewayTimeout
12/27/2020 12:01:57 AM	Error	Status Description : Gateway Timeout
12/27/2020 12:01:57 AM	Error	Response: {  "status" : 504,  "code" : 50402,  "resource" : null,  "properties" : [ ],  "message" : "No card on encoder.",  "developerMessage" : "No card on encoder. (Text match waiting for ReadCard after 15125 ms)"}
12/27/2020 12:01:57 AM	Success	Running RFIDEncoder demo code
12/27/2020 12:01:58 AM	Failed	Unable to run TurnOff command. Reason: The port is closed.
12/27/2020 12:01:58 AM	Warning	AWS 1b917a80e2b14c388af4eaafa733f2b9:v3rPFFco/Ok1MGbLQaRjWNcylWc=
12/27/2020 12:02:13 AM	Error	Status Code : GatewayTimeout
12/27/2020 12:02:13 AM	Error	Status Description : Gateway Timeout
12/27/2020 12:02:13 AM	Error	Response: {  "status" : 504,  "code" : 50402,  "resource" : null,  "properties" : [ ],  "message" : "No card on encoder.",  "developerMessage" : "No card on encoder. (Text match waiting for ReadCard after 15125 ms)"}
12/27/2020 12:02:13 AM	Success	Running RFIDEncoder demo code
12/27/2020 12:02:14 AM	Failed	Unable to run TurnOff command. Reason: The port is closed.
12/27/2020 12:02:14 AM	Warning	AWS 1b917a80e2b14c388af4eaafa733f2b9:OdTOqgzen4wArFlXrYYBLdIqG+Q=
12/27/2020 12:02:29 AM	Error	Status Code : GatewayTimeout
12/27/2020 12:02:29 AM	Error	Status Description : Gateway Timeout
12/27/2020 12:02:29 AM	Error	Response: {  "status" : 504,  "code" : 50402,  "resource" : null,  "properties" : [ ],  "message" : "No card on encoder.",  "developerMessage" : "No card on encoder. (Text match waiting for ReadCard after 15125 ms)"}
12/27/2020 12:02:29 AM	Success	Running RFIDEncoder demo code
12/27/2020 12:02:30 AM	Failed	Unable to run TurnOff command. Reason: The port is closed.
12/27/2020 12:02:30 AM	Warning	AWS 1b917a80e2b14c388af4eaafa733f2b9:2b3xPRNiZN401Lwqh8j2t5e0PEQ=
12/27/2020 12:02:45 AM	Error	Status Code : GatewayTimeout
12/27/2020 12:02:45 AM	Error	Status Description : Gateway Timeout
12/27/2020 12:02:45 AM	Error	Response: {  "status" : 504,  "code" : 50402,  "resource" : null,  "properties" : [ ],  "message" : "No card on encoder.",  "developerMessage" : "No card on encoder. (Text match waiting for ReadCard after 15125 ms)"}
12/27/2020 12:02:45 AM	Success	Running RFIDEncoder demo code
12/27/2020 12:02:46 AM	Failed	Unable to run TurnOff command. Reason: The port is closed.
12/27/2020 12:02:46 AM	Warning	AWS 1b917a80e2b14c388af4eaafa733f2b9:d8ZNYAkdGinr7eQfkpYPlIVHaog=
12/27/2020 12:03:01 AM	Error	Status Code : GatewayTimeout
12/27/2020 12:03:01 AM	Error	Status Description : Gateway Timeout
12/27/2020 12:03:01 AM	Error	Response: {  "status" : 504,  "code" : 50402,  "resource" : null,  "properties" : [ ],  "message" : "No card on encoder.",  "developerMessage" : "No card on encoder. (Text match waiting for ReadCard after 15125 ms)"}
12/27/2020 12:03:01 AM	Success	Running RFIDEncoder demo code
12/27/2020 12:03:02 AM	Failed	Unable to run TurnOff command. Reason: The port is closed.
12/27/2020 12:03:02 AM	Warning	AWS 1b917a80e2b14c388af4eaafa733f2b9:fkNceH0wFZ+bMReOBcUfj2QO7/Q=
12/27/2020 12:03:17 AM	Error	Status Code : GatewayTimeout
12/27/2020 12:03:17 AM	Error	Status Description : Gateway Timeout
12/27/2020 12:03:17 AM	Error	Response: {  "status" : 504,  "code" : 50402,  "resource" : null,  "properties" : [ ],  "message" : "No card on encoder.",  "developerMessage" : "No card on encoder. (Text match waiting for ReadCard after 15125 ms)"}
12/27/2020 12:03:17 AM	Success	Running RFIDEncoder demo code
12/27/2020 12:03:18 AM	Failed	Unable to run TurnOff command. Reason: The port is closed.
12/27/2020 12:03:18 AM	Warning	AWS 1b917a80e2b14c388af4eaafa733f2b9:sp2lpYyRRPnMXp7muGBPcUjNWBk=
12/27/2020 12:03:33 AM	Error	Status Code : GatewayTimeout
12/27/2020 12:03:33 AM	Error	Status Description : Gateway Timeout
12/27/2020 12:03:33 AM	Error	Response: {  "status" : 504,  "code" : 50402,  "resource" : null,  "properties" : [ ],  "message" : "No card on encoder.",  "developerMessage" : "No card on encoder. (Text match waiting for ReadCard after 15375 ms)"}
12/27/2020 12:03:33 AM	Success	Running RFIDEncoder demo code
12/27/2020 12:03:34 AM	Failed	Unable to run TurnOff command. Reason: The port is closed.
12/27/2020 12:03:34 AM	Warning	AWS 1b917a80e2b14c388af4eaafa733f2b9:ju/uQYtvK3suYKkrgHwEuSu5bzM=
12/27/2020 12:03:49 AM	Error	Status Code : GatewayTimeout
12/27/2020 12:03:49 AM	Error	Status Description : Gateway Timeout
12/27/2020 12:03:49 AM	Error	Response: {  "status" : 504,  "code" : 50402,  "resource" : null,  "properties" : [ ],  "message" : "No card on encoder.",  "developerMessage" : "No card on encoder. (Text match waiting for ReadCard after 15375 ms)"}
12/27/2020 12:03:49 AM	Success	Running RFIDEncoder demo code
12/27/2020 12:03:50 AM	Failed	Unable to run TurnOff command. Reason: The port is closed.
12/27/2020 12:03:50 AM	Warning	AWS 1b917a80e2b14c388af4eaafa733f2b9:OBsBK4SeLA2yno/0ld0f6xcnvaM=
12/27/2020 12:04:05 AM	Error	Status Code : GatewayTimeout
12/27/2020 12:04:05 AM	Error	Status Description : Gateway Timeout
12/27/2020 12:04:05 AM	Error	Response: {  "status" : 504,  "code" : 50402,  "resource" : null,  "properties" : [ ],  "message" : "No card on encoder.",  "developerMessage" : "No card on encoder. (Text match waiting for ReadCard after 15390 ms)"}
12/27/2020 12:04:05 AM	Success	Running RFIDEncoder demo code
12/27/2020 12:04:06 AM	Failed	Unable to run TurnOff command. Reason: The port is closed.
12/27/2020 12:04:06 AM	Warning	AWS 1b917a80e2b14c388af4eaafa733f2b9:0WqUgbxi9cYVfqae1sMscYTqKrs=
12/27/2020 12:04:21 AM	Error	Status Code : GatewayTimeout
12/27/2020 12:04:21 AM	Error	Status Description : Gateway Timeout
12/27/2020 12:04:21 AM	Error	Response: {  "status" : 504,  "code" : 50402,  "resource" : null,  "properties" : [ ],  "message" : "No card on encoder.",  "developerMessage" : "No card on encoder. (Text match waiting for ReadCard after 15375 ms)"}
12/27/2020 12:04:21 AM	Success	Running RFIDEncoder demo code
12/27/2020 12:04:22 AM	Failed	Unable to run TurnOff command. Reason: The port is closed.
12/27/2020 12:04:22 AM	Warning	AWS 1b917a80e2b14c388af4eaafa733f2b9:sIxW/DykQcra96+nTF2IsVm4IHY=
12/27/2020 12:04:37 AM	Error	Status Code : GatewayTimeout
12/27/2020 12:04:37 AM	Error	Status Description : Gateway Timeout
12/27/2020 12:04:37 AM	Error	Response: {  "status" : 504,  "code" : 50402,  "resource" : null,  "properties" : [ ],  "message" : "No card on encoder.",  "developerMessage" : "No card on encoder. (Text match waiting for ReadCard after 15390 ms)"}
12/27/2020 12:04:37 AM	Success	Running RFIDEncoder demo code
12/27/2020 12:04:38 AM	Failed	Unable to run TurnOff command. Reason: The port is closed.
12/27/2020 12:04:38 AM	Warning	AWS 1b917a80e2b14c388af4eaafa733f2b9:LUzcmEIGenoJ52Hh3Fw/GxVyupI=
12/27/2020 12:04:53 AM	Error	Status Code : GatewayTimeout
12/27/2020 12:04:53 AM	Error	Status Description : Gateway Timeout
12/27/2020 12:04:53 AM	Error	Response: {  "status" : 504,  "code" : 50402,  "resource" : null,  "properties" : [ ],  "message" : "No card on encoder.",  "developerMessage" : "No card on encoder. (Text match waiting for ReadCard after 15390 ms)"}
12/27/2020 12:04:53 AM	Success	Running RFIDEncoder demo code
12/27/2020 12:04:54 AM	Failed	Unable to run TurnOff command. Reason: The port is closed.
12/27/2020 12:04:54 AM	Warning	AWS 1b917a80e2b14c388af4eaafa733f2b9:OC9Ov1OB3wHWIHs+8IA6jxjhbl0=
12/27/2020 12:05:09 AM	Error	Status Code : GatewayTimeout
12/27/2020 12:05:09 AM	Error	Status Description : Gateway Timeout
12/27/2020 12:05:09 AM	Error	Response: {  "status" : 504,  "code" : 50402,  "resource" : null,  "properties" : [ ],  "message" : "No card on encoder.",  "developerMessage" : "No card on encoder. (Text match waiting for ReadCard after 15375 ms)"}
12/27/2020 12:05:09 AM	Success	Running RFIDEncoder demo code
12/27/2020 12:05:10 AM	Failed	Unable to run TurnOff command. Reason: The port is closed.
12/27/2020 12:05:10 AM	Warning	AWS 1b917a80e2b14c388af4eaafa733f2b9:4csGPeiSNJ4ujZXtal67+Es0+QY=
12/27/2020 12:05:25 AM	Error	Status Code : GatewayTimeout
12/27/2020 12:05:25 AM	Error	Status Description : Gateway Timeout
12/27/2020 12:05:25 AM	Error	Response: {  "status" : 504,  "code" : 50402,  "resource" : null,  "properties" : [ ],  "message" : "No card on encoder.",  "developerMessage" : "No card on encoder. (Text match waiting for ReadCard after 15360 ms)"}
12/27/2020 12:05:25 AM	Success	Running RFIDEncoder demo code
12/27/2020 12:05:26 AM	Failed	Unable to run TurnOff command. Reason: The port is closed.
12/27/2020 12:05:26 AM	Warning	AWS 1b917a80e2b14c388af4eaafa733f2b9:KTcLc7JNOwsv3+UMbwmqIBGW6CY=
12/27/2020 12:05:41 AM	Error	Status Code : GatewayTimeout
12/27/2020 12:05:41 AM	Error	Status Description : Gateway Timeout
12/27/2020 12:05:41 AM	Error	Response: {  "status" : 504,  "code" : 50402,  "resource" : null,  "properties" : [ ],  "message" : "No card on encoder.",  "developerMessage" : "No card on encoder. (Text match waiting for ReadCard after 15375 ms)"}
12/27/2020 12:05:41 AM	Success	Running RFIDEncoder demo code
12/27/2020 12:05:42 AM	Failed	Unable to run TurnOff command. Reason: The port is closed.
12/27/2020 12:05:42 AM	Warning	AWS 1b917a80e2b14c388af4eaafa733f2b9:lt6Tm+0nrRUmykcQOaKJ1Y3LERA=
12/27/2020 12:05:57 AM	Error	Status Code : GatewayTimeout
12/27/2020 12:05:57 AM	Error	Status Description : Gateway Timeout
12/27/2020 12:05:57 AM	Error	Response: {  "status" : 504,  "code" : 50402,  "resource" : null,  "properties" : [ ],  "message" : "No card on encoder.",  "developerMessage" : "No card on encoder. (Text match waiting for ReadCard after 15360 ms)"}
12/27/2020 12:05:57 AM	Success	Running RFIDEncoder demo code
12/27/2020 12:05:58 AM	Failed	Unable to run TurnOff command. Reason: The port is closed.
12/27/2020 12:05:58 AM	Warning	AWS 1b917a80e2b14c388af4eaafa733f2b9:2/61YFcbaHeLiv1IhoDqaH58jrQ=
12/27/2020 12:06:13 AM	Error	Status Code : GatewayTimeout
12/27/2020 12:06:13 AM	Error	Status Description : Gateway Timeout
12/27/2020 12:06:13 AM	Error	Response: {  "status" : 504,  "code" : 50402,  "resource" : null,  "properties" : [ ],  "message" : "No card on encoder.",  "developerMessage" : "No card on encoder. (Text match waiting for ReadCard after 15360 ms)"}
12/27/2020 12:06:13 AM	Success	Running RFIDEncoder demo code
12/27/2020 12:06:14 AM	Failed	Unable to run TurnOff command. Reason: The port is closed.
12/27/2020 12:06:14 AM	Warning	AWS 1b917a80e2b14c388af4eaafa733f2b9:TJV3gxpphwwO3Q0FLhJ3XSyKbHc=
12/27/2020 12:06:29 AM	Error	Status Code : GatewayTimeout
12/27/2020 12:06:29 AM	Error	Status Description : Gateway Timeout
12/27/2020 12:06:29 AM	Error	Response: {  "status" : 504,  "code" : 50402,  "resource" : null,  "properties" : [ ],  "message" : "No card on encoder.",  "developerMessage" : "No card on encoder. (Text match waiting for ReadCard after 15360 ms)"}
12/27/2020 12:06:29 AM	Success	Running RFIDEncoder demo code
12/27/2020 12:06:30 AM	Failed	Unable to run TurnOff command. Reason: The port is closed.
12/27/2020 12:06:30 AM	Warning	AWS 1b917a80e2b14c388af4eaafa733f2b9:nS8/BnuHZqZcRLCkw1eKMfVKpEM=
12/27/2020 12:06:45 AM	Error	Status Code : GatewayTimeout
12/27/2020 12:06:45 AM	Error	Status Description : Gateway Timeout
12/27/2020 12:06:45 AM	Error	Response: {  "status" : 504,  "code" : 50402,  "resource" : null,  "properties" : [ ],  "message" : "No card on encoder.",  "developerMessage" : "No card on encoder. (Text match waiting for ReadCard after 15390 ms)"}
12/27/2020 12:06:45 AM	Success	Running RFIDEncoder demo code
12/27/2020 12:06:46 AM	Failed	Unable to run TurnOff command. Reason: The port is closed.
12/27/2020 12:06:46 AM	Warning	AWS 1b917a80e2b14c388af4eaafa733f2b9:krJSYp4tQfJ76twaM9I/fJcnbqo=
12/27/2020 12:07:02 AM	Error	Status Code : GatewayTimeout
12/27/2020 12:07:02 AM	Error	Status Description : Gateway Timeout
12/27/2020 12:07:02 AM	Error	Response: {  "status" : 504,  "code" : 50402,  "resource" : null,  "properties" : [ ],  "message" : "No card on encoder.",  "developerMessage" : "No card on encoder. (Text match waiting for ReadCard after 15625 ms)"}
12/27/2020 12:07:02 AM	Success	Running RFIDEncoder demo code
12/27/2020 12:07:02 AM	Failed	Unable to run TurnOff command. Reason: The port is closed.
12/27/2020 12:07:02 AM	Warning	AWS 1b917a80e2b14c388af4eaafa733f2b9:bcwWihTNsBTbGStEwvu5isA9NT0=
12/27/2020 12:07:18 AM	Error	Status Code : GatewayTimeout
12/27/2020 12:07:18 AM	Error	Status Description : Gateway Timeout
12/27/2020 12:07:18 AM	Error	Response: {  "status" : 504,  "code" : 50402,  "resource" : null,  "properties" : [ ],  "message" : "No card on encoder.",  "developerMessage" : "No card on encoder. (Text match waiting for ReadCard after 15625 ms)"}
12/27/2020 12:07:18 AM	Success	Running RFIDEncoder demo code
12/27/2020 12:07:18 AM	Failed	Unable to run TurnOff command. Reason: The port is closed.
12/27/2020 12:07:18 AM	Warning	AWS 1b917a80e2b14c388af4eaafa733f2b9:3ZnWkDv+b2Ik81K4vd9FCo9qchE=
12/27/2020 12:07:34 AM	Error	Status Code : GatewayTimeout
12/27/2020 12:07:34 AM	Error	Status Description : Gateway Timeout
12/27/2020 12:07:34 AM	Error	Response: {  "status" : 504,  "code" : 50402,  "resource" : null,  "properties" : [ ],  "message" : "No card on encoder.",  "developerMessage" : "No card on encoder. (Text match waiting for ReadCard after 15625 ms)"}
12/27/2020 12:07:34 AM	Success	Running RFIDEncoder demo code
12/27/2020 12:07:34 AM	Failed	Unable to run TurnOff command. Reason: The port is closed.
12/27/2020 12:07:34 AM	Warning	AWS 1b917a80e2b14c388af4eaafa733f2b9:3AVKDqVxRcvOxTS2I+VFUEw7C84=
12/27/2020 12:07:50 AM	Error	Status Code : GatewayTimeout
12/27/2020 12:07:50 AM	Error	Status Description : Gateway Timeout
12/27/2020 12:07:50 AM	Error	Response: {  "status" : 504,  "code" : 50402,  "resource" : null,  "properties" : [ ],  "message" : "No card on encoder.",  "developerMessage" : "No card on encoder. (Text match waiting for ReadCard after 15625 ms)"}
12/27/2020 12:07:50 AM	Success	Running RFIDEncoder demo code
12/27/2020 12:07:50 AM	Failed	Unable to run TurnOff command. Reason: The port is closed.
12/27/2020 12:07:50 AM	Warning	AWS 1b917a80e2b14c388af4eaafa733f2b9:fopQKa7Lc4TSBuEEFWxe8BDcwAs=
12/27/2020 12:08:06 AM	Error	Status Code : GatewayTimeout
12/27/2020 12:08:06 AM	Error	Status Description : Gateway Timeout
12/27/2020 12:08:06 AM	Error	Response: {  "status" : 504,  "code" : 50402,  "resource" : null,  "properties" : [ ],  "message" : "No card on encoder.",  "developerMessage" : "No card on encoder. (Text match waiting for ReadCard after 15610 ms)"}
12/27/2020 12:08:06 AM	Success	Running RFIDEncoder demo code
12/27/2020 12:08:06 AM	Failed	Unable to run TurnOff command. Reason: The port is closed.
12/27/2020 12:08:06 AM	Warning	AWS 1b917a80e2b14c388af4eaafa733f2b9:0Pyq4eyb4Xci9YkoQ5TqnlCnq9Q=
12/27/2020 12:08:22 AM	Error	Status Code : GatewayTimeout
12/27/2020 12:08:22 AM	Error	Status Description : Gateway Timeout
12/27/2020 12:08:22 AM	Error	Response: {  "status" : 504,  "code" : 50402,  "resource" : null,  "properties" : [ ],  "message" : "No card on encoder.",  "developerMessage" : "No card on encoder. (Text match waiting for ReadCard after 15625 ms)"}
12/27/2020 12:08:22 AM	Success	Running RFIDEncoder demo code
12/27/2020 12:08:22 AM	Failed	Unable to run TurnOff command. Reason: The port is closed.
12/27/2020 12:08:22 AM	Warning	AWS 1b917a80e2b14c388af4eaafa733f2b9:Un2jcLkRxNVYkyAplI+q8syKZsg=
12/27/2020 12:08:37 AM	Error	Status Code : GatewayTimeout
12/27/2020 12:08:37 AM	Error	Status Description : Gateway Timeout
12/27/2020 12:08:37 AM	Error	Response: {  "status" : 504,  "code" : 50402,  "resource" : null,  "properties" : [ ],  "message" : "No card on encoder.",  "developerMessage" : "No card on encoder. (Text match waiting for ReadCard after 15125 ms)"}
12/27/2020 12:08:37 AM	Success	Running RFIDEncoder demo code
12/27/2020 12:08:38 AM	Failed	Unable to run TurnOff command. Reason: The port is closed.
12/27/2020 12:08:38 AM	Warning	AWS 1b917a80e2b14c388af4eaafa733f2b9:kUYa7yp+HsMSxduuMfqeBBklWAQ=
12/27/2020 12:08:53 AM	Error	Status Code : GatewayTimeout
12/27/2020 12:08:53 AM	Error	Status Description : Gateway Timeout
12/27/2020 12:08:53 AM	Error	Response: {  "status" : 504,  "code" : 50402,  "resource" : null,  "properties" : [ ],  "message" : "No card on encoder.",  "developerMessage" : "No card on encoder. (Text match waiting for ReadCard after 15125 ms)"}
12/27/2020 12:08:53 AM	Success	Running RFIDEncoder demo code
12/27/2020 12:08:54 AM	Failed	Unable to run TurnOff command. Reason: The port is closed.
12/27/2020 12:08:54 AM	Warning	AWS 1b917a80e2b14c388af4eaafa733f2b9:KOWx5XGXRhE29gLfi2NNftZSTpw=
12/27/2020 12:09:09 AM	Error	Status Code : GatewayTimeout
12/27/2020 12:09:09 AM	Error	Status Description : Gateway Timeout
12/27/2020 12:09:09 AM	Error	Response: {  "status" : 504,  "code" : 50402,  "resource" : null,  "properties" : [ ],  "message" : "No card on encoder.",  "developerMessage" : "No card on encoder. (Text match waiting for ReadCard after 15125 ms)"}
12/27/2020 12:09:09 AM	Success	Running RFIDEncoder demo code
12/27/2020 12:09:10 AM	Failed	Unable to run TurnOff command. Reason: The port is closed.
12/27/2020 12:09:10 AM	Warning	AWS 1b917a80e2b14c388af4eaafa733f2b9:20CPKdHl2+dTy/llxWwGgSPadzw=
12/27/2020 12:09:25 AM	Error	Status Code : GatewayTimeout
12/27/2020 12:09:25 AM	Error	Status Description : Gateway Timeout
12/27/2020 12:09:25 AM	Error	Response: {  "status" : 504,  "code" : 50402,  "resource" : null,  "properties" : [ ],  "message" : "No card on encoder.",  "developerMessage" : "No card on encoder. (Text match waiting for ReadCard after 15125 ms)"}
12/27/2020 12:09:25 AM	Success	Running RFIDEncoder demo code
12/27/2020 12:09:26 AM	Failed	Unable to run TurnOff command. Reason: The port is closed.
12/27/2020 12:09:26 AM	Warning	AWS 1b917a80e2b14c388af4eaafa733f2b9:6My735y1c/2UNGE0KtX01WRnkRs=
12/27/2020 12:09:41 AM	Error	Status Code : GatewayTimeout
12/27/2020 12:09:41 AM	Error	Status Description : Gateway Timeout
12/27/2020 12:09:41 AM	Error	Response: {  "status" : 504,  "code" : 50402,  "resource" : null,  "properties" : [ ],  "message" : "No card on encoder.",  "developerMessage" : "No card on encoder. (Text match waiting for ReadCard after 15125 ms)"}
12/27/2020 12:09:41 AM	Success	Running RFIDEncoder demo code
12/27/2020 12:09:42 AM	Failed	Unable to run TurnOff command. Reason: The port is closed.
12/27/2020 12:09:42 AM	Warning	AWS 1b917a80e2b14c388af4eaafa733f2b9:KBAtQHJbXEsRCu1+02gsf1K5gkw=
12/27/2020 12:09:57 AM	Error	Status Code : GatewayTimeout
12/27/2020 12:09:57 AM	Error	Status Description : Gateway Timeout
12/27/2020 12:09:57 AM	Error	Response: {  "status" : 504,  "code" : 50402,  "resource" : null,  "properties" : [ ],  "message" : "No card on encoder.",  "developerMessage" : "No card on encoder. (Text match waiting for ReadCard after 15125 ms)"}
12/27/2020 12:09:57 AM	Success	Running RFIDEncoder demo code
12/27/2020 12:09:58 AM	Failed	Unable to run TurnOff command. Reason: The port is closed.
12/27/2020 12:09:58 AM	Warning	AWS 1b917a80e2b14c388af4eaafa733f2b9:6zS935m0m0jjUkCItARHeO3J2xs=
12/27/2020 12:10:13 AM	Error	Status Code : GatewayTimeout
12/27/2020 12:10:13 AM	Error	Status Description : Gateway Timeout
12/27/2020 12:10:13 AM	Error	Response: {  "status" : 504,  "code" : 50402,  "resource" : null,  "properties" : [ ],  "message" : "No card on encoder.",  "developerMessage" : "No card on encoder. (Text match waiting for ReadCard after 15391 ms)"}
12/27/2020 12:10:13 AM	Success	Running RFIDEncoder demo code
12/27/2020 12:10:14 AM	Failed	Unable to run TurnOff command. Reason: The port is closed.
12/27/2020 12:10:14 AM	Warning	AWS 1b917a80e2b14c388af4eaafa733f2b9:W66clPz36zVWM1SKN6idhL7CogA=
12/27/2020 12:10:29 AM	Error	Status Code : GatewayTimeout
12/27/2020 12:10:29 AM	Error	Status Description : Gateway Timeout
12/27/2020 12:10:29 AM	Error	Response: {  "status" : 504,  "code" : 50402,  "resource" : null,  "properties" : [ ],  "message" : "No card on encoder.",  "developerMessage" : "No card on encoder. (Text match waiting for ReadCard after 15391 ms)"}
12/27/2020 12:10:29 AM	Success	Running RFIDEncoder demo code
12/27/2020 12:10:30 AM	Failed	Unable to run TurnOff command. Reason: The port is closed.
12/27/2020 12:10:30 AM	Warning	AWS 1b917a80e2b14c388af4eaafa733f2b9:KW56ACifzFPUW3ssh2ueByz0jeA=
12/27/2020 12:10:45 AM	Error	Status Code : GatewayTimeout
12/27/2020 12:10:45 AM	Error	Status Description : Gateway Timeout
