Date:	Status:	Description:
12/08/2020 12:00:08 AM	Error	Status Code : GatewayTimeout
12/08/2020 12:00:08 AM	Error	Status Description : Gateway Timeout
12/08/2020 12:00:08 AM	Error	Response: {  "status" : 504,  "code" : 50402,  "resource" : null,  "properties" : [ ],  "message" : "No card on encoder.",  "developerMessage" : "No card on encoder. (Text match waiting for ReadCard after 15532 ms)"}
12/08/2020 12:00:08 AM	Success	Running command successfully: Arduino StopRecordThreshold
12/08/2020 12:00:08 AM	Success	Running command successfully: Arduino TurnOff
12/08/2020 12:00:08 AM	Warning	AWS 5cc4fbc1f2314340a3f7848bd121bb6a:dhTbYVxrNMxOHekfE1fWaLEsY6w=
12/08/2020 12:00:24 AM	Error	Status Code : GatewayTimeout
12/08/2020 12:00:24 AM	Error	Status Description : Gateway Timeout
12/08/2020 12:00:24 AM	Error	Response: {  "status" : 504,  "code" : 50402,  "resource" : null,  "properties" : [ ],  "message" : "No card on encoder.",  "developerMessage" : "No card on encoder. (Text match waiting for ReadCard after 15531 ms)"}
12/08/2020 12:00:24 AM	Success	Running command successfully: Arduino StopRecordThreshold
12/08/2020 12:00:24 AM	Success	Running command successfully: Arduino TurnOff
12/08/2020 12:00:24 AM	Warning	AWS 5cc4fbc1f2314340a3f7848bd121bb6a:X0imRqxrL1sh2fo3SCeZktq+oOU=
12/08/2020 12:00:40 AM	Error	Status Code : GatewayTimeout
12/08/2020 12:00:40 AM	Error	Status Description : Gateway Timeout
12/08/2020 12:00:40 AM	Error	Response: {  "status" : 504,  "code" : 50402,  "resource" : null,  "properties" : [ ],  "message" : "No card on encoder.",  "developerMessage" : "No card on encoder. (Text match waiting for ReadCard after 15250 ms)"}
12/08/2020 12:00:40 AM	Success	Running command successfully: Arduino StopRecordThreshold
12/08/2020 12:00:40 AM	Success	Running command successfully: Arduino TurnOff
12/08/2020 12:00:40 AM	Warning	AWS 5cc4fbc1f2314340a3f7848bd121bb6a:C1TaZVG6VEX6n88fBLgZuz7/Vy0=
12/08/2020 12:00:56 AM	Error	Status Code : GatewayTimeout
12/08/2020 12:00:56 AM	Error	Status Description : Gateway Timeout
12/08/2020 12:00:56 AM	Error	Response: {  "status" : 504,  "code" : 50402,  "resource" : null,  "properties" : [ ],  "message" : "No card on encoder.",  "developerMessage" : "No card on encoder. (Text match waiting for ReadCard after 15265 ms)"}
12/08/2020 12:00:56 AM	Success	Running command successfully: Arduino StopRecordThreshold
12/08/2020 12:00:56 AM	Success	Running command successfully: Arduino TurnOff
12/08/2020 12:00:56 AM	Warning	AWS 5cc4fbc1f2314340a3f7848bd121bb6a:blamP3ItnhjdTyUCfcuqxND0O2U=
12/08/2020 12:01:12 AM	Error	Status Code : GatewayTimeout
12/08/2020 12:01:12 AM	Error	Status Description : Gateway Timeout
12/08/2020 12:01:12 AM	Error	Response: {  "status" : 504,  "code" : 50402,  "resource" : null,  "properties" : [ ],  "message" : "No card on encoder.",  "developerMessage" : "No card on encoder. (Text match waiting for ReadCard after 15266 ms)"}
12/08/2020 12:01:12 AM	Success	Running command successfully: Arduino StopRecordThreshold
12/08/2020 12:01:12 AM	Success	Running command successfully: Arduino TurnOff
12/08/2020 12:01:12 AM	Warning	AWS 5cc4fbc1f2314340a3f7848bd121bb6a:ECGO+QxK5maSVWjqA7JZgeYYci0=
12/08/2020 12:01:28 AM	Error	Status Code : GatewayTimeout
12/08/2020 12:01:28 AM	Error	Status Description : Gateway Timeout
12/08/2020 12:01:28 AM	Error	Response: {  "status" : 504,  "code" : 50402,  "resource" : null,  "properties" : [ ],  "message" : "No card on encoder.",  "developerMessage" : "No card on encoder. (Text match waiting for ReadCard after 15266 ms)"}
12/08/2020 12:01:28 AM	Success	Running command successfully: Arduino StopRecordThreshold
12/08/2020 12:01:28 AM	Success	Running command successfully: Arduino TurnOff
12/08/2020 12:01:28 AM	Warning	AWS 5cc4fbc1f2314340a3f7848bd121bb6a:CtRJPgvSha3iuUefCwp6fpfAUKI=
12/08/2020 12:01:44 AM	Error	Status Code : GatewayTimeout
12/08/2020 12:01:44 AM	Error	Status Description : Gateway Timeout
