Date:	Status:	Description:
12/22/2020 05:56:08 PM	Warning	Initializing port for Arduino...
12/22/2020 05:56:08 PM	Error	The port 'COM7' does not exist.
12/22/2020 05:57:47 PM	Warning	Initializing port for Arduino...
12/22/2020 05:57:47 PM	Error	The port 'COM7' does not exist.
12/22/2020 05:58:41 PM	Warning	Initializing port for Arduino...
12/22/2020 05:58:41 PM	Success	Connect to Arduino port successfully. Port: COM3
12/22/2020 05:59:46 PM	Warning	Arduino received data: not detected
12/22/2020 05:59:46 PM	Success	Running command successfully: Arduino TurnOff
12/22/2020 06:02:46 PM	Warning	Initializing port for Arduino...
12/22/2020 06:02:46 PM	Success	Connect to Arduino port successfully. Port: COM3
12/22/2020 06:08:22 PM	Warning	Initializing port for Arduino...
12/22/2020 06:08:22 PM	Success	Connect to Arduino port successfully. Port: COM3
12/22/2020 06:15:33 PM	Success	Connect to card dispenser successfully! Port: COM11
12/22/2020 06:15:33 PM	Warning	Status Flag status: True
12/22/2020 06:15:33 PM	Success	Success execute dispenser code. Code: Status
12/22/2020 06:15:33 PM	Warning	AutoEject Flag status: True
12/22/2020 06:15:34 PM	Success	Success execute dispenser code. Code: AutoEject
12/22/2020 06:15:34 PM	Warning	Initializing port for Arduino...
12/22/2020 06:15:34 PM	Success	Connect to Arduino port successfully. Port: COM3
12/22/2020 06:15:35 PM	Warning	Session request
12/22/2020 06:15:35 PM	Success	Response: {"accessKey":"7a62a8dd4b7e4b9090b955b6acd39573","id":"a76bda974087457e9592e83b05947826"}
12/22/2020 06:15:35 PM	Warning	Enable Flag status: True
12/22/2020 06:15:35 PM	Success	Success execute dispenser code. Code: Enable
12/22/2020 06:15:35 PM	Success	Vingcard IP Encoder Initialize successfully!
12/22/2020 06:15:38 PM	Warning	Arduino received data: not detected
12/22/2020 06:15:38 PM	Success	Running command successfully: Arduino TurnOff
12/22/2020 06:15:51 PM	Success	Running command successfully: Arduino TurnOff
12/22/2020 06:15:51 PM	Warning	AWS a76bda974087457e9592e83b05947826:/dLo+dCcXPSosX7tV60cAC4lC7Y=
12/22/2020 06:16:07 PM	Success	Running command successfully: Arduino TurnOff
12/22/2020 06:16:07 PM	Warning	AWS a76bda974087457e9592e83b05947826:WRnNIaS+n6wMGHFfDT5FmTyTbE0=
12/22/2020 06:16:07 PM	Error	Status Code : MethodNotAllowed
12/22/2020 06:16:07 PM	Error	Status Description : Method Not Allowed
12/22/2020 06:16:07 PM	Error	Response: {  "status" : 405,  "code" : 40501,  "resource" : null,  "properties" : [ ],  "message" : "The request method is not allowed on this resource.",  "developerMessage" : "The request method is not allowed on this resource. (Encoder is already in use by another web service operator)"}
12/22/2020 06:16:07 PM	Success	Running RFIDEncoder demo code
12/22/2020 06:16:07 PM	Error	Status Code : InternalServerError
12/22/2020 06:16:07 PM	Error	Status Description : Internal Server Error
12/22/2020 06:16:07 PM	Error	Response: {  "status" : 500,  "code" : 50001,  "resource" : null,  "properties" : [ ],  "message" : "Internal server error.",  "developerMessage" : "Internal server error. (Failed to release encoder 1111, since the encoder isn't locked)"}
12/22/2020 06:16:07 PM	Success	Running RFIDEncoder demo code
12/22/2020 06:18:51 PM	Success	Connect to card dispenser successfully! Port: COM11
12/22/2020 06:18:51 PM	Warning	Status Flag status: True
12/22/2020 06:18:51 PM	Success	Success execute dispenser code. Code: Status
12/22/2020 06:18:51 PM	Warning	AutoEject Flag status: True
12/22/2020 06:18:52 PM	Success	Success execute dispenser code. Code: AutoEject
12/22/2020 06:20:05 PM	Warning	Initializing port for Arduino...
12/22/2020 06:20:05 PM	Success	Connect to Arduino port successfully. Port: COM3
12/22/2020 06:20:05 PM	Warning	Session request
12/22/2020 06:20:05 PM	Success	Response: {"accessKey":"f0cb761f1cef4c3883bd8ce9a835355b","id":"62bed8cb6b80443ba971d28585295706"}
12/22/2020 06:20:05 PM	Warning	Enable Flag status: True
12/22/2020 06:20:06 PM	Success	Success execute dispenser code. Code: Enable
